hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,0,3,2015,August,35,24,1,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,156.0,0,0,Check-Out,2015-08-26
City Hotel,0,0,2015,August,35,26,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,B,0,No Deposit,9,NULL,0,Contract,156.0,0,2,Check-Out,2015-08-27
City Hotel,0,0,2015,August,35,27,0,1,2,2,0,BB,PRT,Online TA,Direct,1,0,0,F,B,0,No Deposit,NULL,NULL,0,Transient,156.0,0,2,Check-Out,2015-08-28
City Hotel,0,4,2015,August,35,27,0,1,2,2,0,BB,PRT,Online TA,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,153.0,0,1,Check-Out,2015-08-28
City Hotel,0,0,2015,August,35,27,0,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,NULL,0,Transient,161.33,0,0,Check-Out,2015-08-30
City Hotel,0,8,2015,September,36,1,0,4,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,9,NULL,0,Contract,159.75,0,2,Check-Out,2015-09-05
City Hotel,0,5,2015,September,37,6,2,0,1,0,0,HB,PRT,Direct,Direct,0,0,0,D,G,1,No Deposit,14,NULL,0,Transient,171.0,1,0,Check-Out,2015-09-08
City Hotel,1,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,343,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,343,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,343,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,343,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,2,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,344,2015,September,39,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,344,2015,September,39,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,344,2015,September,39,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,Non Refund,1,NULL,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,0,2015,September,37,10,0,1,2,0,0,BB,PRT,Corporate,Direct,1,0,0,A,D,0,No Deposit,71,NULL,0,Group,152.0,0,0,No-Show,2015-09-10
City Hotel,0,0,2015,September,37,10,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,152.0,0,0,Check-Out,2015-09-11
City Hotel,0,0,2015,September,37,10,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,152.0,0,0,Check-Out,2015-09-12
City Hotel,1,4,2015,September,38,16,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,NULL,0,Transient,224.5,0,2,Canceled,2015-09-14
City Hotel,1,5,2015,September,38,17,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Transient,155.0,0,1,Canceled,2015-09-14
City Hotel,1,5,2015,September,38,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,158.0,0,1,Canceled,2015-09-14
City Hotel,1,5,2015,September,38,17,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,158.0,0,1,Canceled,2015-09-14
City Hotel,1,5,2015,September,38,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Transient,174.0,0,2,Canceled,2015-09-14
City Hotel,1,5,2015,September,38,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,164.0,0,1,Canceled,2015-09-14
City Hotel,1,6,2015,September,38,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,NULL,0,Transient,155.0,0,1,Canceled,2015-09-15
City Hotel,0,0,2015,September,38,15,0,1,2,0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Contract,155.0,0,2,Check-Out,2015-09-16
City Hotel,1,9,2015,September,39,24,0,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,NULL,0,Transient,171.33,0,1,Canceled,2015-09-16
City Hotel,1,9,2015,September,39,24,0,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,14,NULL,0,Transient,171.33,0,1,Canceled,2015-09-16
City Hotel,0,0,2015,September,38,16,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,190.0,0,0,Check-Out,2015-09-17
City Hotel,0,0,2015,September,38,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,200.0,0,0,Check-Out,2015-09-17
City Hotel,0,1,2015,September,38,15,0,2,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9,NULL,0,Contract,209.5,0,0,Check-Out,2015-09-17
City Hotel,0,4,2015,September,38,14,1,2,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,70,NULL,0,Transient,211.33,0,1,Check-Out,2015-09-17
City Hotel,0,1,2015,September,38,15,0,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,164.5,0,1,Check-Out,2015-09-17
City Hotel,0,0,2015,September,38,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9,NULL,0,Transient,200.0,0,0,Check-Out,2015-09-17
City Hotel,0,0,2015,September,38,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9,NULL,0,Transient,200.0,0,1,Check-Out,2015-09-18
City Hotel,0,0,2015,September,38,18,0,1,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,200.0,0,0,Check-Out,2015-09-19
City Hotel,1,11,2015,September,40,27,2,0,3,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,7,NULL,0,Group,190.19,0,2,Canceled,2015-09-19
City Hotel,0,2,2015,September,38,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,NULL,0,Contract,200.0,0,1,Check-Out,2015-09-20
City Hotel,0,3,2015,September,38,19,1,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Contract,177.5,0,1,Check-Out,2015-09-21
City Hotel,0,3,2015,September,38,19,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Contract,177.5,0,1,Check-Out,2015-09-21
City Hotel,0,2,2015,September,38,13,3,5,1,0,0,BB,CPV,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,150.25,0,0,Check-Out,2015-09-21
City Hotel,1,5,2015,September,39,21,1,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,29,NULL,0,Transient-Party,220.0,0,0,Canceled,2015-09-21
City Hotel,1,5,2015,September,39,21,1,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,29,NULL,0,Transient-Party,220.0,0,0,Canceled,2015-09-21
City Hotel,1,30,2015,October,42,16,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,9,NULL,0,Contract,165.0,0,0,Canceled,2015-09-21
City Hotel,1,11,2015,September,39,26,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,C,C,0,No Deposit,9,NULL,0,Contract,212.0,0,1,Canceled,2015-09-21
City Hotel,1,11,2015,September,39,26,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,212.0,0,1,Canceled,2015-09-21
City Hotel,1,0,2015,September,39,21,1,0,2,0,0,BB,PRT,Direct,Direct,1,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,152.0,0,0,No-Show,2015-09-21
City Hotel,0,3,2015,September,38,15,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,212.29,0,1,Check-Out,2015-09-22
City Hotel,1,9,2015,September,39,26,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,212.0,0,0,Canceled,2015-09-22
City Hotel,0,4,2015,September,39,21,1,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Contract,155.0,0,1,Check-Out,2015-09-22
