order_id,customer_id,order_date,status,region_code
ORD000074,CUST00561,2025-03-08 02:52:46,DELIVERED,EAST
ORD000075,CUST00928,2026-05-17 17:02:09,SHIPPED,SOUTH
ORD000076,CUST00855,2025-07-16 07:26:53,SHIPPED,CENTRAL
ORD000077,CUST00872,2026-03-03 07:19:34,DELIVERED,EAST
ORD000078,CUST00257,2025-03-18 06:37:31,DELIVERED,EAST
ORD000079,CUST00688,2026-05-25 02:54:07,SHIPPED,NORTH
ORD000080,CUST00326,2026-01-13 09:06:35,DELIVERED,EAST
ORD000081,CUST00157,2026-03-16 06:39:12,CANCELLED,WEST
ORD000082,CUST00321,2025-07-11 05:02:13,DELIVERED,WEST
ORD000083,CUST00369,2025-04-15 07:38:31,DELIVERED,WEST
ORD000084,CUST00368,2025-08-26 06:24:25,SHIPPED,CENTRAL
ORD000085,CUST00288,2025-04-19 17:49:12,SHIPPED,NORTH
ORD000086,CUST00914,2025-01-15 11:17:37,DELIVERED,CENTRAL
ORD000087,CUST00788,2026-04-04 07:04:26,PLACED,EAST
ORD000088,CUST00553,2026-01-02 16:39:19,SHIPPED,WEST
ORD000089,CUST00791,2026-04-03 22:57:16,SHIPPED,WEST
ORD000090,CUST00093,2025-11-05 04:36:41,PLACED,SOUTH
ORD000091,CUST00826,2026-04-22 22:27:36,DELIVERED,SOUTH
ORD000092,CUST00184,2026-03-16 21:39:51,DELIVERED,SOUTH
ORD000093,CUST00496,2025-10-06 16:26:01,DELIVERED,SOUTH
ORD000094,CUST00379,2025-07-01 18:25:27,SHIPPED,EAST
ORD000095,CUST00940,2025-12-20 03:10:05,PLACED,EAST
ORD000096,CUST00992,2026-02-09 23:05:43,SHIPPED,EAST
ORD000097,CUST00584,2025-05-16 00:47:43,DELIVERED,CENTRAL
ORD000098,CUST00856,2025-03-02 10:59:44,DELIVERED,SOUTH
ORD000099,CUST00362,2025-09-25 23:52:07,DELIVERED,CENTRAL
ORD000100,,2025-04-18 22:33:25,SHIPPED,CENTRAL
ORD000101,CUST00217,2025-04-27 16:41:03,DELIVERED,NORTH
ORD000102,CUST00425,2025-09-14 11:50:08,DELIVERED,WEST
ORD000103,CUST00605,2025-05-06 05:50:53,DELIVERED,SOUTH
ORD000104,,2026-03-22 10:33:48,SHIPPED,CENTRAL
ORD000105,,2026-03-21 11:52:22,SHIPPED,SOUTH
ORD000106,CUST00416,2026-04-11 12:50:02,DELIVERED,EAST
ORD000107,CUST00222,2025-12-15 21:45:27,DELIVERED,WEST
ORD000108,CUST00851,2025-11-16 01:14:56,DELIVERED,SOUTH
ORD000109,CUST00524,2025-07-25 11:01:23,DELIVERED,WEST
ORD000110,CUST00071,2025-06-28 12:02:22,SHIPPED,NORTH
ORD000111,CUST00881,2026-01-27 17:56:34,CANCELLED,CENTRAL
ORD000112,CUST00488,2026-04-23 11:44:11,CANCELLED,CENTRAL
ORD000113,CUST00121,2025-03-14 09:11:12,SHIPPED,CENTRAL
ORD000114,CUST00002,2026-06-12 01:15:47,DELIVERED,EAST
ORD000115,CUST00715,2026-02-16 12:29:44,RETURNED,WEST
ORD000116,CUST00391,2025-09-30 06:07:32,DELIVERED,CENTRAL
ORD000117,CUST00138,2025-07-17 16:33:35,SHIPPED,NORTH
ORD000118,CUST00898,2026-02-27 07:52:51,SHIPPED,NORTH
ORD000119,CUST00121,08-02-2026,DELIVERED,EAST
ORD000120,CUST00110,2025-05-01 05:16:54,DELIVERED,EAST
ORD000121,CUST00434,2026-03-15 14:12:58,SHIPPED,WEST
ORD000122,CUST00424,2026-03-05 19:58:55,DELIVERED,EAST
ORD000123,CUST00496,2025-07-17 02:45:29,DELIVERED,WEST
ORD000124,CUST00876,2026-05-28 01:55:23,SHIPPED,SOUTH
ORD000125,CUST00521,2025-11-08 02:59:47,CANCELLED,CENTRAL
ORD000126,CUST00724,2025-02-10 10:20:04,RETURNED,NORTH
ORD000127,CUST00844,2025-04-23 21:07:06,DELIVERED,NORTH
ORD000128,CUST00228,2025-10-16 00:52:04,PLACED,WEST
ORD000129,CUST00411,2026-04-22 21:08:53,SHIPPED,CENTRAL
ORD000130,CUST00793,2025-05-17 03:17:26,DELIVERED,SOUTH
ORD000131,CUST00954,2026-02-07 11:04:38,PLACED,CENTRAL
ORD000132,CUST00716,2025-06-29 22:39:35,DELIVERED,EAST
ORD000133,CUST00001,2025-05-03 06:58:59,SHIPPED,WEST
ORD000134,CUST00405,2025-11-11 22:09:13,DELIVERED,NORTH
ORD000135,CUST00563,2025-08-09 23:20:54,DELIVERED,CENTRAL
ORD000136,CUST00987,2025-08-03 18:28:47,RETURNED,WEST
ORD000137,CUST00589,2025-01-04 14:42:33,DELIVERED,NORTH
ORD000138,CUST00516,2025-08-17 13:15:05,SHIPPED,CENTRAL
ORD000139,CUST00898,2026-02-22 19:14:45,DELIVERED,WEST
ORD000140,CUST00577,2026-01-11 15:30:52,DELIVERED,WEST
ORD000141,CUST00919,2026-04-01 19:14:20,DELIVERED,EAST
ORD000142,CUST00649,2025-06-21 04:13:27,SHIPPED,EAST
ORD000143,CUST00362,2026-02-06 04:20:11,DELIVERED,EAST
ORD000144,CUST00096,2025-11-06 20:36:21,CANCELLED,NORTH
ORD000145,CUST00183,2026-01-06 03:38:15,SHIPPED,CENTRAL
ORD000146,CUST00970,2026-06-15 14:02:35,SHIPPED,SOUTH
ORD000147,CUST00248,2025-07-26 03:30:53,SHIPPED,SOUTH
ORD000148,CUST00365,2025-05-02 03:58:05,SHIPPED,NORTH
ORD000149,CUST00680,2026-01-18 15:56:19,DELIVERED,CENTRAL
ORD000150,CUST00869,2026-01-10 14:34:33,DELIVERED,CENTRAL
ORD000151,CUST00503,2025-05-23 00:58:42,RETURNED,EAST
ORD000152,CUST00769,2026-03-24 21:49:05,DELIVERED,WEST
ORD000153,CUST00554,2025-01-26 07:00:42,DELIVERED,SOUTH
ORD000154,CUST00124,2026-06-27 08:13:19,DELIVERED,NORTH
ORD000155,,2025-06-13 16:42:33,SHIPPED,EAST
ORD000156,CUST00266,2025-05-26 08:46:27,SHIPPED,WEST
ORD000157,CUST00352,2025-10-12 05:19:14,DELIVERED,WEST
ORD000158,CUST00382,2025-10-11 13:32:48,SHIPPED,SOUTH
ORD000159,CUST00590,2026-06-17 20:11:20,PLACED,EAST
ORD000160,CUST00569,2025-12-02 17:08:29,SHIPPED,SOUTH
ORD000161,CUST00010,2025-05-18 04:11:53,SHIPPED,CENTRAL
ORD000162,CUST00324,2026-01-13 23:15:28,DELIVERED,CENTRAL
ORD000163,,2025-03-18 21:01:26,PLACED,EAST
ORD000164,CUST00645,2025-03-16 19:11:50,DELIVERED,EAST
ORD000165,CUST00571,2025-07-20 04:09:09,DELIVERED,EAST
ORD000166,CUST00987,2026-04-16 08:45:19,DELIVERED,CENTRAL
ORD000167,CUST00800,2025-08-10 01:29:28,DELIVERED,WEST
ORD000168,CUST00458,2025-03-02 21:37:19,SHIPPED,SOUTH
ORD000169,CUST00656,2025-09-20 01:22:26,DELIVERED,WEST
ORD000170,CUST00074,2025-03-03 10:45:11,SHIPPED,EAST
ORD000171,CUST00728,2025-07-27 18:02:48,DELIVERED,WEST
ORD000172,CUST00962,2025-10-10 01:52:59,DELIVERED,WEST
ORD000173,CUST00189,2025-01-18 22:38:08,SHIPPED,EAST
ORD000174,CUST00718,2025-03-04 04:30:53,DELIVERED,NORTH
ORD000175,CUST00900,2026-01-03 12:49:21,PLACED,WEST
ORD000176,CUST00086,2025-03-22 17:21:57,SHIPPED,WEST
ORD000177,CUST00254,2026-07-27 21:44:03,DELIVERED,SOUTH
ORD000178,CUST00175,2025-01-23 04:36:27,DELIVERED,EAST
ORD000179,CUST00479,2026-02-24 21:13:08,DELIVERED,SOUTH
ORD000180,CUST00715,2026-02-23 21:02:56,DELIVERED,CENTRAL
ORD000181,CUST00656,2026-05-12 17:40:14,RETURNED,WEST
ORD000182,CUST00825,2025-03-11 13:24:28,DELIVERED,EAST
ORD000183,CUST00011,2025-01-01 01:43:17,DELIVERED,SOUTH
ORD000184,CUST00481,20-02-2026,RETURNED,WEST
ORD000185,CUST00785,2025-12-01 07:53:44,DELIVERED,NORTH
ORD000186,CUST00194,2025-11-16 19:18:46,DELIVERED,SOUTH
ORD000187,CUST00755,2026-05-17 18:08:28,DELIVERED,EAST
ORD000188,CUST00641,2025-07-06 01:45:21,DELIVERED,CENTRAL
ORD000189,CUST00702,2025-07-31 03:55:59,DELIVERED,EAST
ORD000190,CUST00874,2025-02-23 04:15:38,SHIPPED,WEST
ORD000191,CUST00279,2026-06-29 01:45:20,SHIPPED,NORTH
ORD000192,CUST00993,20-02-2026,RETURNED,EAST
ORD000193,CUST00733,2025-12-07 12:40:42,SHIPPED,SOUTH
ORD000194,,2025-06-18 16:40:45,DELIVERED,WEST
ORD000195,CUST00475,2026-06-26 07:48:22,DELIVERED,SOUTH
ORD000196,CUST00795,2025-11-01 19:16:19,DELIVERED,SOUTH
ORD000197,CUST00257,2025-10-24 09:07:06,SHIPPED,SOUTH
ORD000198,CUST00999,2025-12-11 01:23:25,RETURNED,SOUTH
ORD000199,CUST00790,2025-03-14 23:32:49,RETURNED,WEST
ORD000200,CUST00985,2025-08-31 10:08:24,SHIPPED,NORTH
ORD000201,CUST00563,2026-02-09 14:46:09,DELIVERED,EAST
ORD000202,CUST00909,2025-02-10 10:58:53,SHIPPED,NORTH
ORD000203,CUST00445,10-09-2025,DELIVERED,CENTRAL
ORD000204,CUST00809,08-07-2025,PLACED,WEST
ORD000205,CUST00159,2025-10-16 11:22:22,SHIPPED,WEST
ORD000206,CUST00634,2025-09-20 20:38:42,RETURNED,NORTH
ORD000207,CUST00661,2025-04-30 13:14:51,DELIVERED,SOUTH
ORD000208,CUST00325,2026-03-10 16:24:23,DELIVERED,WEST
ORD000209,CUST00022,2026-06-20 08:33:03,DELIVERED,EAST
ORD000210,CUST00497,2026-07-03 20:27:46,SHIPPED,WEST
ORD000211,CUST00192,2026-02-27 05:49:17,DELIVERED,EAST
ORD000212,CUST00614,2026-03-07 17:00:28,DELIVERED,WEST
ORD000213,CUST00270,2026-02-25 16:16:00,PLACED,CENTRAL
ORD000214,CUST00190,2025-01-15 12:57:48,DELIVERED,CENTRAL
ORD000215,CUST00739,2025-02-19 04:46:33,DELIVERED,WEST
ORD000216,CUST00700,2026-01-22 10:59:18,SHIPPED,EAST
ORD000217,CUST00657,2025-09-08 02:57:48,DELIVERED,NORTH
ORD000218,,2025-04-11 19:10:03,PLACED,NORTH
ORD000219,CUST00102,2025-01-25 17:06:52,CANCELLED,WEST
ORD000220,CUST00719,2026-04-04 12:00:23,DELIVERED,CENTRAL
ORD000221,CUST00014,2025-06-12 03:09:36,RETURNED,NORTH
ORD000222,CUST00655,2025-02-17 03:32:00,DELIVERED,WEST
ORD000223,CUST00814,2026-07-05 06:09:46,DELIVERED,CENTRAL
ORD000224,,2025-02-24 16:07:47,PLACED,SOUTH
ORD000225,CUST00100,2025-03-20 14:58:22,DELIVERED,SOUTH
ORD000226,CUST00673,2025-07-13 05:16:44,RETURNED,CENTRAL
ORD000227,CUST00426,2025-03-23 22:55:36,DELIVERED,WEST
ORD000228,CUST00438,2025-03-22 20:36:33,SHIPPED,WEST
ORD000229,CUST00674,2025-05-03 20:37:22,DELIVERED,EAST
ORD000230,CUST00564,2025-09-10 03:59:28,DELIVERED,WEST
ORD000231,CUST00332,2026-04-18 13:38:50,DELIVERED,WEST
ORD000232,CUST00949,2025-07-17 08:33:52,DELIVERED,WEST
ORD000233,,2025-01-27 22:09:47,DELIVERED,CENTRAL
ORD000234,CUST00912,23-08-2025,RETURNED,SOUTH
ORD000235,CUST00023,2026-06-20 17:17:50,RETURNED,CENTRAL
ORD000236,CUST00949,2026-03-20 23:37:00,PLACED,EAST
ORD000237,CUST00272,2025-10-13 02:55:15,SHIPPED,EAST
ORD000238,CUST00095,2026-03-20 02:39:05,RETURNED,NORTH
ORD000239,CUST00812,2026-01-10 19:04:13,CANCELLED,CENTRAL
ORD000240,CUST00098,2026-04-08 07:54:49,PLACED,CENTRAL
ORD000241,CUST00799,2025-02-13 10:28:29,DELIVERED,WEST
ORD000242,CUST00889,2025-04-04 15:02:17,SHIPPED,CENTRAL
ORD000243,CUST00650,2026-05-07 00:56:35,DELIVERED,NORTH
ORD000244,CUST00579,2025-04-27 04:22:25,DELIVERED,SOUTH
ORD000245,CUST00750,2025-11-02 03:51:51,DELIVERED,CENTRAL
ORD000246,CUST00228,2025-12-02 11:51:52,DELIVERED,SOUTH
ORD000247,CUST00488,2026-03-20 20:25:28,DELIVERED,EAST
ORD000248,CUST00514,2025-12-04 11:30:04,SHIPPED,SOUTH
ORD000249,CUST00203,2026-01-14 22:23:24,DELIVERED,CENTRAL
ORD000250,CUST00754,2026-02-12 04:41:13,PLACED,WEST
ORD000251,CUST00947,2026-03-24 09:45:29,DELIVERED,WEST
ORD000252,CUST00196,2025-09-07 02:59:47,DELIVERED,EAST
ORD000253,CUST00359,2026-04-24 15:11:30,CANCELLED,CENTRAL
ORD000254,CUST00046,2025-07-01 08:33:41,DELIVERED,NORTH
ORD000255,CUST00056,2025-07-08 18:44:55,RETURNED,EAST
ORD000256,,2026-06-23 21:16:49,DELIVERED,WEST
ORD000257,,2025-06-12 08:13:12,SHIPPED,CENTRAL
ORD000258,CUST00265,2026-03-03 06:22:28,DELIVERED,SOUTH
ORD000259,CUST00685,2025-01-15 06:47:12,RETURNED,CENTRAL
ORD000260,,2025-05-13 06:59:18,SHIPPED,CENTRAL
ORD000261,CUST00477,2026-05-24 13:34:16,PLACED,EAST
ORD000262,CUST00935,2026-05-28 17:09:46,SHIPPED,EAST
ORD000263,CUST00665,2025-10-28 05:18:54,DELIVERED,NORTH
ORD000264,CUST00497,2026-04-09 18:52:12,SHIPPED,CENTRAL
ORD000265,CUST00575,08-07-2026,SHIPPED,CENTRAL
ORD000266,CUST00502,2025-11-02 13:30:14,PLACED,EAST
ORD000267,CUST00310,2025-07-03 11:10:33,RETURNED,EAST
ORD000268,CUST00641,2025-07-20 03:29:29,CANCELLED,NORTH
ORD000269,CUST00972,2025-08-06 15:11:30,DELIVERED,WEST
ORD000270,CUST00090,2026-07-21 22:07:46,RETURNED,CENTRAL
ORD000271,CUST00703,2025-06-26 15:33:53,DELIVERED,WEST
ORD000272,CUST00932,2026-04-16 04:53:38,DELIVERED,SOUTH
ORD000273,CUST00595,2026-02-25 11:34:00,SHIPPED,SOUTH
ORD000274,CUST00723,2026-02-11 20:26:30,DELIVERED,SOUTH
ORD000275,CUST00579,2025-05-03 18:13:36,DELIVERED,NORTH
ORD000276,CUST00860,2025-04-24 00:44:31,DELIVERED,WEST
ORD000277,CUST00311,2025-12-11 02:12:07,CANCELLED,EAST
ORD000278,CUST00193,2025-03-24 22:21:49,PLACED,CENTRAL
ORD000279,CUST00621,2026-03-17 10:26:57,DELIVERED,SOUTH
ORD000280,CUST00368,2025-03-03 17:31:45,DELIVERED,CENTRAL
ORD000281,CUST00481,2026-07-08 00:59:54,SHIPPED,WEST
ORD000282,CUST00141,2025-05-08 05:11:57,PLACED,NORTH
ORD000283,CUST00974,2025-11-17 19:41:55,DELIVERED,SOUTH
ORD000284,CUST00068,2025-05-18 12:58:36,RETURNED,CENTRAL
ORD000285,CUST00333,2025-12-22 09:15:20,DELIVERED,NORTH
ORD000286,CUST00845,2025-10-23 10:41:18,DELIVERED,CENTRAL
ORD000287,CUST00538,2026-05-14 04:26:50,DELIVERED,CENTRAL
ORD000288,CUST00468,2025-02-02 22:41:23,SHIPPED,CENTRAL
ORD000289,CUST00753,2025-01-31 11:42:11,DELIVERED,NORTH
ORD000290,CUST00451,2025-11-06 04:00:04,DELIVERED,EAST
ORD000291,CUST00433,2025-08-17 16:22:53,PLACED,CENTRAL
ORD000292,CUST00475,2026-05-17 20:12:18,DELIVERED,NORTH
ORD000293,CUST00600,2026-06-25 16:30:29,DELIVERED,EAST
ORD000294,CUST00184,2025-12-19 09:13:18,DELIVERED,SOUTH
ORD000295,CUST00093,2025-07-14 05:52:18,DELIVERED,SOUTH
ORD000296,CUST00127,2025-03-12 19:55:40,DELIVERED,EAST
ORD000297,CUST00725,2025-10-26 07:54:27,RETURNED,CENTRAL
ORD000298,CUST00388,2026-03-04 11:11:27,DELIVERED,EAST
ORD000299,CUST00676,2025-04-27 13:52:31,SHIPPED,NORTH
ORD000300,CUST00317,2026-07-22 03:12:05,DELIVERED,SOUTH
ORD000301,CUST00135,07-06-2025,DELIVERED,NORTH
ORD000302,CUST00876,2026-01-23 07:21:54,PLACED,WEST
ORD000303,CUST00603,2026-05-28 05:25:24,DELIVERED,NORTH
ORD000304,CUST00007,2025-07-10 01:47:02,SHIPPED,CENTRAL
ORD000305,CUST00213,2025-02-07 23:54:45,PLACED,EAST
ORD000306,,2025-01-26 04:34:40,CANCELLED,EAST
ORD000307,CUST00090,2025-02-08 02:00:39,RETURNED,SOUTH
ORD000308,CUST00626,2026-05-29 08:31:39,DELIVERED,CENTRAL
ORD000309,CUST00467,2026-03-26 16:42:50,PLACED,EAST
ORD000310,CUST00920,2025-10-22 07:56:29,DELIVERED,CENTRAL
ORD000311,CUST00483,2025-04-15 12:06:55,CANCELLED,EAST
ORD000312,CUST00538,2025-06-12 23:48:04,DELIVERED,NORTH
ORD000313,CUST00645,2026-02-15 20:16:46,DELIVERED,CENTRAL
ORD000314,CUST00724,2025-08-12 01:33:33,CANCELLED,EAST
ORD000315,CUST00639,2025-10-02 20:18:15,DELIVERED,WEST
ORD000316,CUST00648,2026-01-22 14:34:00,SHIPPED,CENTRAL
ORD000317,CUST00298,31-05-2025,PLACED,NORTH
ORD000318,CUST00213,2026-04-23 22:10:20,DELIVERED,EAST
ORD000319,CUST00826,2026-05-11 03:55:38,DELIVERED,EAST
ORD000320,CUST00070,2025-08-28 01:17:46,DELIVERED,NORTH
ORD000321,CUST00342,2025-09-23 03:26:28,DELIVERED,NORTH
ORD000322,CUST00199,2025-09-14 17:14:34,RETURNED,WEST
ORD000323,CUST00817,2025-01-28 14:51:13,DELIVERED,WEST
ORD000324,CUST00550,2025-09-18 06:53:48,CANCELLED,NORTH
ORD000325,CUST00307,2026-03-15 19:17:38,DELIVERED,CENTRAL
ORD000326,,2026-03-25 11:28:19,DELIVERED,EAST
ORD000327,CUST00153,2025-08-06 20:09:13,DELIVERED,WEST
ORD000328,CUST00863,2025-05-09 21:53:43,DELIVERED,CENTRAL
ORD000329,CUST00802,2025-08-28 10:46:55,DELIVERED,NORTH
ORD000330,CUST00089,2026-01-22 01:45:58,DELIVERED,EAST
ORD000331,CUST00310,2025-05-16 22:28:26,DELIVERED,SOUTH
ORD000332,CUST00455,29-01-2026,DELIVERED,CENTRAL
ORD000333,CUST00349,2026-01-11 12:34:12,DELIVERED,EAST
ORD000334,CUST00893,2025-03-18 07:32:30,RETURNED,SOUTH
ORD000335,CUST00038,2025-12-23 19:14:52,CANCELLED,NORTH
ORD000336,,2025-02-04 04:46:40,DELIVERED,NORTH
ORD000337,CUST00911,2025-02-05 20:06:27,DELIVERED,EAST
ORD000338,,2025-08-31 10:45:55,SHIPPED,SOUTH
ORD000339,CUST00284,2026-02-18 10:20:24,DELIVERED,NORTH
ORD000340,CUST00162,2025-08-01 12:57:40,RETURNED,CENTRAL
ORD000341,CUST00212,2026-02-26 09:28:05,DELIVERED,SOUTH
ORD000342,CUST00824,2025-08-09 00:29:33,SHIPPED,EAST
ORD000343,CUST00347,2026-02-24 21:05:15,SHIPPED,WEST
ORD000344,CUST00052,2025-03-24 06:37:15,PLACED,WEST
ORD000345,CUST00611,2026-04-06 09:46:36,DELIVERED,WEST
ORD000346,CUST00320,2025-09-16 03:07:09,DELIVERED,CENTRAL
ORD000347,CUST00945,2025-12-28 17:11:26,PLACED,WEST
ORD000348,CUST00318,2026-06-16 15:35:39,DELIVERED,WEST
ORD000349,CUST00230,2025-04-22 15:09:58,DELIVERED,EAST
ORD000350,CUST00717,2026-06-01 15:51:55,CANCELLED,EAST
ORD000351,CUST00031,2025-02-20 18:29:44,DELIVERED,WEST
ORD000352,CUST00290,2025-09-28 18:39:46,SHIPPED,NORTH
ORD000353,CUST00732,2025-03-25 02:16:33,DELIVERED,EAST
ORD000354,CUST00411,2026-04-04 16:23:17,DELIVERED,CENTRAL
ORD000355,CUST00494,2025-10-26 02:51:26,SHIPPED,CENTRAL
ORD000356,CUST00446,2026-03-17 13:34:58,DELIVERED,SOUTH
ORD000357,CUST00686,2025-03-02 12:03:24,DELIVERED,WEST
ORD000358,CUST00611,2025-12-26 13:14:19,PLACED,WEST
ORD000359,CUST00979,2025-11-12 04:32:34,SHIPPED,CENTRAL
ORD000360,CUST00389,2025-09-12 07:19:55,DELIVERED,NORTH
ORD000361,CUST00143,2026-03-28 02:17:53,DELIVERED,NORTH
ORD000362,CUST00677,2025-04-26 21:35:45,SHIPPED,CENTRAL
ORD000363,CUST00201,2025-06-09 17:48:41,DELIVERED,CENTRAL
ORD000364,CUST00696,2025-08-25 13:13:33,RETURNED,EAST
ORD000365,CUST00597,2025-01-07 07:21:13,DELIVERED,SOUTH
ORD000366,CUST00064,2025-10-14 18:48:48,RETURNED,NORTH
ORD000367,CUST00841,2025-10-07 00:48:19,SHIPPED,NORTH
ORD000368,CUST00720,2026-04-04 09:27:07,DELIVERED,WEST
ORD000369,CUST00446,2026-02-28 09:45:02,SHIPPED,SOUTH
ORD000370,CUST00394,2025-10-07 20:15:10,SHIPPED,SOUTH
ORD000371,CUST00074,19-05-2026,DELIVERED,WEST
ORD000372,CUST00999,2025-04-16 11:02:36,DELIVERED,WEST
ORD000373,CUST00916,2026-06-25 03:01:07,DELIVERED,SOUTH
ORD000374,CUST00435,2026-03-05 18:57:30,DELIVERED,SOUTH
ORD000375,CUST00620,2025-01-06 18:30:18,CANCELLED,SOUTH
ORD000376,CUST00276,2025-11-16 02:34:18,DELIVERED,NORTH
ORD000377,CUST00582,2026-01-11 08:46:15,SHIPPED,WEST
ORD000378,CUST00082,2025-04-21 08:42:09,DELIVERED,EAST
ORD000379,CUST00081,2026-02-11 12:04:39,PLACED,WEST
ORD000380,CUST00680,2026-06-04 09:47:27,DELIVERED,CENTRAL
ORD000381,CUST00055,2025-09-24 20:09:53,PLACED,WEST
ORD000382,CUST00481,2026-03-22 19:29:19,DELIVERED,EAST
