item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM0000272,ORD000094,PROD00162,5,29001.19,21.17
ITEM0000273,ORD000094,PROD00116,3,39125.67,5.31
ITEM0000274,ORD000095,PROD00055,5,60900.09,18.75
ITEM0000275,ORD000095,PROD00163,5,29303.29,27.11
ITEM0000276,ORD000095,PROD00147,3,28918.85,6.6
ITEM0000277,ORD000095,PROD00010,3,44626.51,32.97
ITEM0000278,ORD000095,PROD00057,3,40754.14,31.18
ITEM0000279,ORD000096,PROD00033,4,28227.87,35.08
ITEM0000280,ORD000097,PROD00104,4,50301.66,11.91
ITEM0000281,ORD000097,PROD00164,1,73740.22,33.15
ITEM0000282,ORD000097,PROD00172,5,428.09,5.69
ITEM0000283,ORD000097,PROD00197,5,5905.11,29.23
ITEM0000284,ORD000097,PROD00010,3,33659.29,5.87
ITEM0000285,ORD000098,PROD00098,5,56866.25,9.68
ITEM0000286,ORD000098,PROD00044,3,49616.08,27.07
ITEM0000287,ORD000098,PROD00040,5,21044.78,24.6
ITEM0000288,ORD000098,PROD00027,3,47343.92,22.25
ITEM0000289,ORD000099,PROD00083,4,73891.37,26.12
ITEM0000290,ORD000099,PROD00191,4,20488.13,19.62
ITEM0000291,ORD000099,PROD00074,2,71589.23,3.64
ITEM0000292,ORD000100,PROD00189,4,9380.89,8.86
ITEM0000293,ORD000100,PROD00120,2,61966.59,15.62
ITEM0000294,ORD000101,PROD00053,2,64429.35,20.2
ITEM0000295,ORD000101,PROD00185,2,19307.36,2.61
ITEM0000296,ORD000101,PROD00181,1,53983.29,23.21
ITEM0000297,ORD000101,PROD00048,1,2049.12,20.78
ITEM0000298,ORD000102,PROD00185,2,17660.86,12.17
ITEM0000299,ORD000102,PROD00187,5,57051.41,25.12
ITEM0000300,ORD000102,PROD00006,4,56495.49,24.56
ITEM0000301,ORD000102,PROD00192,3,31953.06,39.67
ITEM0000302,ORD000103,PROD00158,5,20599.29,3.87
ITEM0000303,ORD000104,PROD00075,5,15670.36,11.42
ITEM0000304,ORD000104,PROD00198,2,28938.35,16.74
ITEM0000305,ORD000104,PROD00182,3,16445.94,19.75
ITEM0000306,ORD000104,PROD00169,2,31811.12,30.72
ITEM0000307,ORD000105,PROD00191,3,21400.37,37.74
ITEM0000308,ORD000106,PROD00169,4,28875.75,39.49
ITEM0000309,ORD000107,PROD00049,1,35819.36,36.89
ITEM0000310,ORD000107,PROD00114,2,50259.97,10.94
ITEM0000311,ORD000107,PROD00139,3,36628.56,32.78
ITEM0000312,ORD000107,PROD00078,5,23747.68,1.62
ITEM0000313,ORD000107,PROD00190,3,34770.8,9.59
ITEM0000314,ORD000108,PROD00147,5,45778.11,6.62
ITEM0000315,ORD000108,PROD00166,3,550.46,9.29
ITEM0000316,ORD000108,PROD00152,4,54131.32,7.07
ITEM0000317,ORD000108,PROD00173,1,27311.03,15.56
ITEM0000318,ORD000108,PROD00100,5,4451.59,0.2
ITEM0000319,ORD000109,PROD00012,4,58751.34,36.19
ITEM0000320,ORD000109,PROD00054,1,19934.28,16.09
ITEM0000321,ORD000109,PROD00085,4,45842.84,36.56
ITEM0000322,ORD000109,PROD00080,1,5282.62,7.45
ITEM0000323,ORD000109,PROD00108,3,35511.67,30.18
ITEM0000324,ORD000110,PROD00175,4,23925.21,28.44
ITEM0000325,ORD000110,PROD00104,5,69355.9,1.78
ITEM0000326,ORD000110,PROD00179,3,43147.51,20.85
ITEM0000327,ORD000110,PROD00081,2,17869.84,33.8
ITEM0000328,ORD000110,PROD00090,4,319.7,32.6
ITEM0000329,ORD000111,PROD00081,3,21662.1,19.28
ITEM0000330,ORD000111,PROD00192,1,32232.9,35.04
ITEM0000331,ORD000111,PROD00001,2,72863.16,32.43
ITEM0000332,ORD000111,PROD00197,1,9013.63,3.71
ITEM0000333,ORD000111,PROD00007,1,31346.35,36.57
ITEM0000334,ORD000112,PROD00154,5,68937.81,4.64
ITEM0000335,ORD000113,PROD00161,3,11617.95,3.8
ITEM0000336,ORD000113,PROD00186,5,39624.56,37.15
ITEM0000337,ORD000113,PROD00096,4,2691.71,17.32
ITEM0000338,ORD000113,PROD00010,1,39366.08,21.45
ITEM0000339,ORD000114,PROD00157,2,18281.15,37.91
ITEM0000340,ORD000114,PROD00038,3,40312.29,36.74
ITEM0000341,ORD000114,PROD00153,5,46935.34,6.15
ITEM0000342,ORD000115,PROD00057,5,33102.24,38.47
ITEM0000343,ORD000115,PROD00054,3,18027.45,2.09
ITEM0000344,ORD000115,PROD00036,2,60796.99,27.05
ITEM0000345,ORD000115,PROD00020,4,61594.48,20.89
ITEM0000346,ORD000115,PROD00196,2,36660.07,10.2
ITEM0000347,ORD000116,PROD00100,1,4976.62,35.85
ITEM0000348,ORD000117,PROD00107,1,76829.05,36.67
ITEM0000349,ORD000117,PROD00190,5,54808.85,14.82
ITEM0000350,ORD000118,PROD00110,1,24264.6,4.72
ITEM0000351,ORD000119,PROD00013,1,51555.36,5.27
ITEM0000352,ORD000119,PROD00165,2,54090.99,24.58
ITEM0000353,ORD000119,PROD00017,2,23115.63,7.28
ITEM0000354,ORD000119,PROD00139,5,53086.9,23.23
ITEM0000355,ORD000120,PROD00016,2,54388.22,11.38
ITEM0000356,ORD000120,PROD00110,5,27925.77,26.32
ITEM0000357,ORD000121,PROD00180,1,44273.87,16.18
ITEM0000358,ORD000121,PROD00155,3,31884.95,13.75
ITEM0000359,ORD000121,PROD00027,2,69755.88,33.7
ITEM0000360,ORD000121,PROD00006,1,56624.67,16.2
ITEM0000361,ORD000121,PROD00150,1,22946.77,35.6
ITEM0000362,ORD000122,PROD00065,4,81080.97,35.06
ITEM0000363,ORD000123,PROD00178,1,12159.9,32.18
ITEM0000364,ORD000124,PROD00061,5,50305.0,1.19
ITEM0000365,ORD000124,PROD00070,5,60780.38,33.99
ITEM0000366,ORD000124,PROD00109,5,40905.22,33.11
ITEM0000367,ORD000124,PROD00145,4,30984.33,15.93
ITEM0000368,ORD000124,PROD00084,2,48507.64,25.51
ITEM0000369,ORD000125,PROD00147,2,39539.85,10.97
ITEM0000370,ORD000125,PROD00168,5,60876.42,11.61
ITEM0000371,ORD000125,PROD00011,4,35681.02,7.17
ITEM0000372,ORD000126,PROD00173,3,24505.59,30.11
ITEM0000373,ORD000126,PROD00195,5,6399.84,7.81
ITEM0000374,ORD000127,PROD00101,3,38805.2,20.98
ITEM0000375,ORD000128,PROD00032,5,54998.02,36.27
ITEM0000376,ORD000128,PROD00121,4,47272.03,32.27
ITEM0000377,ORD000128,PROD00076,1,46643.25,15.61
ITEM0000378,ORD000128,PROD00173,5,23838.72,0.32
ITEM0000379,ORD000129,PROD00079,3,40017.1,16.0
ITEM0000380,ORD000129,PROD00153,4,48360.65,1.84
ITEM0000381,ORD000130,PROD00095,3,21059.11,2.52
ITEM0000382,ORD000130,PROD00097,4,73955.05,8.25
ITEM0000383,ORD000130,PROD00041,2,41089.58,10.94
ITEM0000384,ORD000130,PROD00128,3,51349.35,33.11
ITEM0000385,ORD000131,PROD00009,5,49959.65,12.36
ITEM0000386,ORD000131,PROD00001,1,60765.79,4.32
ITEM0000387,ORD000131,PROD00134,1,23479.54,6.01
ITEM0000388,ORD000131,PROD00083,2,59798.13,30.7
ITEM0000389,ORD000132,PROD00185,3,22156.13,0.67
ITEM0000390,ORD000132,PROD00031,5,29198.62,26.56
ITEM0000391,ORD000133,PROD00039,1,23628.84,3.41
ITEM0000392,ORD000133,PROD00033,5,25906.96,10.33
ITEM0000393,ORD000134,PROD00186,3,54779.67,25.63
ITEM0000394,ORD000134,PROD00028,1,80634.82,21.53
ITEM0000395,ORD000135,PROD00132,2,9903.28,25.41
ITEM0000396,ORD000135,PROD00057,4,37208.56,21.76
ITEM0000397,ORD000135,PROD00068,3,38990.24,5.94
ITEM0000398,ORD000135,PROD00178,4,16642.53,5.89
ITEM0000399,ORD000136,PROD00056,5,80897.33,36.05
ITEM0000400,ORD000137,PROD00021,5,18701.47,34.46
ITEM0000401,ORD000137,PROD00129,4,58682.82,18.53
ITEM0000402,ORD000137,PROD00028,4,80747.45,27.17
ITEM0000403,ORD000137,PROD00168,4,55243.94,11.29
ITEM0000404,ORD000137,PROD00004,3,4656.7,16.68
ITEM0000405,ORD000138,PROD00129,4,73395.0,5.96
ITEM0000406,ORD000138,PROD00134,2,20884.29,12.88
ITEM0000407,ORD000138,PROD00137,1,56037.51,38.8
ITEM0000408,ORD000139,PROD00194,2,42733.72,14.62
ITEM0000409,ORD000139,PROD00048,5,1922.62,38.49
ITEM0000410,ORD000139,PROD00142,3,32953.23,18.91
ITEM0000411,ORD000139,PROD00007,4,36535.36,21.29
ITEM0000412,ORD000139,PROD00085,4,42840.81,28.27
ITEM0000413,ORD000140,PROD00115,4,58077.68,2.89
ITEM0000414,ORD000140,PROD00021,2,21896.85,15.6
ITEM0000415,ORD000140,PROD00186,2,36976.61,31.09
ITEM0000416,ORD000140,PROD00171,4,53081.71,26.27
ITEM0000417,ORD000140,PROD00034,3,73330.0,37.62
ITEM0000418,ORD000141,PROD00068,1,38268.9,15.51
ITEM0000419,ORD000141,PROD00057,3,33144.51,23.64
ITEM0000420,ORD000141,PROD00001,4,75139.02,14.1
ITEM0000421,ORD000142,PROD00080,5,6404.42,3.87
ITEM0000422,ORD000142,PROD00070,3,48542.88,32.75
ITEM0000423,ORD000142,PROD00053,5,86909.43,6.59
ITEM0000424,ORD000142,PROD00055,5,50034.13,3.69
ITEM0000425,ORD000143,PROD00192,3,34545.77,12.06
ITEM0000426,ORD000144,PROD00128,5,68206.57,25.08
ITEM0000427,ORD000144,PROD00094,5,48127.14,33.51
ITEM0000428,ORD000144,PROD00190,4,34683.93,28.42
ITEM0000429,ORD000144,PROD00183,2,58732.64,22.91
ITEM0000430,ORD000144,PROD00139,5,41431.19,18.25
ITEM0000431,ORD000145,PROD00132,3,9474.4,1.8
ITEM0000432,ORD000145,PROD00033,2,23750.61,6.7
ITEM0000433,ORD000146,PROD00155,1,41299.28,17.56
ITEM0000434,ORD000146,PROD00083,2,70969.42,39.22
ITEM0000435,ORD000147,PROD00056,4,60658.89,18.36
ITEM0000436,ORD000147,PROD00102,4,33120.31,39.92
ITEM0000437,ORD000147,PROD00143,4,5771.53,26.89
ITEM0000438,ORD000147,PROD00119,2,20193.49,39.7
ITEM0000439,ORD000147,PROD00080,1,6444.76,7.24
ITEM0000440,ORD000148,PROD00033,5,24418.68,22.22
ITEM0000441,ORD000148,PROD00031,4,27638.13,10.46
ITEM0000442,ORD000148,PROD00149,5,42389.31,34.02
ITEM0000443,ORD000148,PROD00055,3,54364.16,39.93
ITEM0000444,ORD000148,PROD00129,2,68440.27,1.47
ITEM0000445,ORD000149,PROD00103,5,48133.39,9.26
ITEM0000446,ORD000149,PROD00169,3,33527.06,10.58
ITEM0000447,ORD000149,PROD00102,5,39806.7,11.08
ITEM0000448,ORD000149,PROD00009,5,34486.92,38.66
ITEM0000449,ORD000150,PROD00111,3,56274.42,1.16
ITEM0000450,ORD000150,PROD00090,2,414.51,27.29
